,title,artist,album,id,year,file,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,zcr,bandwidth,centroid,rolloff,acousticness,danceability,energy,loudness,speechiness,tempo,valence
20,Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),3Ti0GdlrotgwsAVBBugv0I,1990,./data/Can I Kick It.mp3,0.1551832935471048,1.212798863407123,1.0182851872105587,1.0366866592811121,0.10417844918693492,1.1312954410404867,-0.3693302415003084,0.00020765334677530592,-0.02638209582092861,-1.1225644242367359,-0.6269104273848694,-0.6223231938898218,-1.3520257952242771,-1.6869676827234952,-1.1153598104024018,-0.2843189320985172,1.2998998791078256,0.45851566369445856,-0.3431265081752137,-0.4696952739493035,-0.7798852156716991,-0.2111504250201677,-1.3430473343365459,-1.9055936559065605,-1.152398809023892,-0.917154979151961,-1.4097272995457926,-1.1917519845164695,0.173,0.848,0.666,-6.547,0.274,96.662,0.744
21,U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,1B75hgRqe7A4fwee3g3Wmu,1990,./data/U Can't Touch This.mp3,-1.1704301592577537,-0.18023137616094792,0.9124476975714505,0.35739595302171007,-0.15702536112655838,-0.10264369791267816,0.28649578109584345,1.5872471414680542,1.6469997041840199,0.2742103711420361,0.7818173984640603,0.22280369203589348,0.6424745795021559,0.34283832955628357,1.0220452784779086,0.7278401687724271,0.6577117295943556,0.42839899344468874,0.7611039162439258,0.9656980609800637,0.24736276869300133,1.1040682485134068,0.18614342170181294,0.8391823328036978,-0.19618608110961666,0.8991192270676803,0.160525580082541,0.5182468132718072,0.00456,0.867,0.517,-13.222,0.0875,133.148,0.866
22,Mind Playing Tricks on Me,Geto Boys,We Can't Be Stopped,63BokRfXSQhEU6Qi2dSJpZ,1991,./data/Mind Playing Tricks on Me.mp3,-0.4517775640033437,0.4703320667063968,-0.6022116567785877,1.0893923335227431,0.9995339746715172,0.4704896267913649,-0.33766037028038437,0.5554843780942662,1.3440056288765438,-0.8227441365114926,-0.30263238372100454,-0.7281327003854582,-1.138473547230988,0.06306376536700263,-0.19925996352318703,0.6167596941956437,0.0927824109941455,0.8645789979226075,-0.538571224703597,-1.3582364708594719,-0.43092695312348334,-0.4247031401645608,0.5358993241834537,-1.0848356753332822,-0.4908836836551829,-0.622279262934666,-0.6630759339246065,-0.6807185249838373,0.207,0.886,0.512,-11.825,0.237,93.997,0.454
23,Check the Rhime,A Tribe Called Quest,The Low End Theory,4HfxDJ0uLHTLe0fZrx0MbQ,1991,./data/Check the Rhime.mp3,-2.3227445220519884,0.5957233895405809,1.3442767312182715,1.2817733846074233,1.6233691165059534,0.5237755539426988,0.04003514582806983,0.5908714444538221,0.5026039080216251,-1.0395826372682515,0.8341306552581299,0.8342053320306835,0.6127602713755994,1.2273757903597464,0.8754294517285266,0.8890295442486312,0.7856209162395821,0.28576976922397246,-0.1639579650342248,-0.6423586873909641,-0.3761468912098958,0.22194681989447015,0.4928009490474532,0.4059040477542074,-1.0793138513686826,-0.366325849836163,-1.0698737424145173,-1.0111544172103315,0.0502,0.881,0.361,-14.728,0.237,96.43,0.799
24,It Was A Good Day,Ice Cube,The Predator,2qOm7ukLyHUXWyR4ZWLwxA,1992,./data/It Was A Good Day.mp3,0.13450847248446854,1.2916092205485203,0.1579050332682061,0.3723453538742604,1.5782440093085728,-0.29404183307522774,-0.8459394558525558,-0.4296941438355564,0.44690287761523617,-0.745607864065201,0.42054145514462304,0.007693114681044681,-1.5945787528900508,-0.15342998639039493,0.12194266034075608,-0.9697690417248899,-0.48296122615021364,-0.6900332832927588,1.3425303303872724,-0.3774657486421265,-0.5009359655538379,0.20839586667150684,-0.9018258197106849,-0.6870120455471519,-0.5274815003707449,-0.7020643549294855,-0.8629490332281816,-0.8292261556439519,0.33,0.798,0.744,-5.328,0.136,82.356,0.794
25,Jump Around,House Of Pain,House of Pain (Fine Malt Lyrics),3TZwjdclvWt7iPJUnMpgcs,1992,./data/Jump Around.mp3,0.9047193109096837,-0.4496948812617946,-1.3576252692839936,0.6745775374003935,0.8584570100343968,2.3364728098134195,1.146199449084602,0.7119718047403759,1.541358098100962,1.2616132846590922,2.1318746712601313,0.5656603661108803,0.350266214637275,0.3566315832031331,0.3245852382195608,0.924480590686722,2.287476654286873,0.9116833413171029,1.463254014060174,0.4826130762039664,-0.40295874671559223,-1.0274347439418663,-0.7283249190100645,0.04446548626676496,-0.16577906958303829,0.05347214304378827,0.10905753029539912,0.14521165257609153,0.0113,0.854,0.71,-6.32,0.0793,106.894,0.818
26,C.R.E.A.M.,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],119c93MHjrDLJTApCVGpvx,1993,./data/C.R.E.A.M..mp3,-0.5651764571424819,1.4253794316816353,-0.3861932610117981,1.7902634678433302,-1.6615748548672618,-0.11601119319063471,1.2274307313773687,0.006707281257302619,-0.7351595072718632,-0.5607417443407317,0.3660621563437368,-1.7876082806951392,-0.36942402641475675,1.0362035305244532,-1.2174870134887534,-0.8946847551461263,0.5891442259302929,1.064902674307897,2.595183395405028,0.309256779163865,-1.001901920498081,-0.8864308110758656,-2.132211671112718,-1.7803047392859483,-0.8801023129594348,-2.0236379150148234,-1.5596280775241806,-1.7400391167338278,0.57,0.479,0.549,-10.551,0.373,180.985,0.576
27,You Know How We Do It - Remastered,Ice Cube,Lethal Injection,2Ih217RCGAmyQR68Nn7Cqo,1993,./data/You Know How We Do It.mp3,0.05344833676040334,0.40905049553186984,1.4642476846859618,0.9517093889053966,0.5806338500517458,1.5120535264291832,0.7752862181743855,-0.5158359477267367,0.3569901816196218,-0.14369267235735741,0.14197613863535863,-0.659290504310738,-0.1344741923971516,0.17192921841347603,-0.8065630119391246,-0.016104218724305407,-0.8126996587139931,0.06436421853214938,-0.9639518135231409,-2.1667123406682096,-1.4271054978644035,-0.9564953162297525,0.8082120375352082,-0.3170234782368767,-0.9571572265280662,0.29597756497677813,-0.6998614094839085,-0.2992972315912058,0.0977,0.747,0.52,-10.523,0.0357,92.869,0.601
28,Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),5ByAIlEEnxYdvpnezg7HTX,1994,./data/Juicy.mp3,0.5954534366428321,0.7273731446018309,0.2817543613067095,0.3077020901541458,-1.470498048716961,-0.15800412007002448,-0.28473571100704487,-0.35595783357480676,-0.602244208877729,-0.24497558909842182,-0.2566383228973205,-0.10891283422336805,-0.603329349617438,-0.12353958427035756,-0.664570630776778,-1.0007080567162832,-0.6982593996307415,-1.658500389662396,-1.1857695499086,-1.320216972472984,-0.4404973900658753,-1.3226377105000016,-1.2095130783469037,-0.2829175263166215,-0.4127574875292768,-0.3803553536865176,-0.5433537010063476,-0.5082438511963966,0.472,0.889,0.816,-4.67,0.247,96.056,0.777
29,Big Poppa - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),2g8HN35AnVGIk7B8yMucww,1994,./data/Big Poppa.mp3,0.45329906936489867,-0.3570391567330739,0.44978136223376075,0.23428230307537087,0.257100857052252,-0.22930354770700598,-1.0041987906753709,-0.5734821976259916,-1.9530811710672265,-2.9081980925397994,-0.3596436179189762,-1.0584291531656411,-0.966223816855944,-1.5192734553969462,-0.30008194974914815,-1.4666550057037142,-0.15529433199998052,-1.022643183387177,-1.5335249209574864,-0.9608144764601423,-0.3471245249748286,-0.38527438951036935,-1.0117754902112097,-0.42669926169867956,0.5296450177292918,0.6893274549461808,0.5439132682698077,0.563454197135026,0.432,0.778,0.578,-7.22,0.274,84.487,0.758
30,"Shook Ones, Pt. II",Mobb Deep,The Infamous,33ZXjLCpiINn8eQIDYEPTD,1995,"./data/Shook Ones, Pt. II.mp3",0.5960314316285061,-0.36482176008719025,-0.841807767413044,1.4057720593065388,-1.5150757333597362,1.5526724830427445,1.4172608725166027,1.189845985268383,0.3552573999196258,1.1439228487728983,0.7650899105048578,1.5722061592008905,0.6692526158373013,0.7569570536845093,0.959798163426066,0.6953382841294903,1.1263806780150372,2.943666364273442,2.1962352373753844,1.9421897194381634,1.3770043966409793,1.6910432488279201,2.448476338229364,0.9423934541339276,0.28469738710474846,-0.2648551136617234,0.3201794351013136,0.11467946354363391,0.0146,0.763,0.786,-6.472,0.229,93.857,0.504
31,Gangsta's Paradise,Coolio,Gangsta's Paradise,7lQWRAjyhTpCWFC0jmclT4,1995,./data/Gangsta's Paradise.mp3,0.14684444655764153,0.4822456160705831,1.0761458478891337,-0.5014462903328606,-0.795737926746433,-0.48400543648492034,1.1211681113017489,0.520790581054215,0.3123841420575186,-1.4053217007343002,1.378958521847931,0.5282524831291041,2.1661453377562667,-0.22337425338439323,-0.25585314715477747,0.1105363543015345,-1.2171008788579043,-1.3065798880847725,-0.5479045540290152,0.6191450578630281,0.13472893340611788,-0.8133052994477277,-1.0694524313307723,0.40753476792669835,-0.3614000859170065,1.168128585556446,-0.057744679516968156,0.6352452835995805,0.0655,0.647,0.514,-10.05,0.0593,79.974,0.387
32,If I Ruled the World (Imagine That),Nas,It Was Written,5PQmSHzWnlgG4EBuIqjac2,1996,./data/If I Ruled the World.mp3,-0.7413318033935982,0.027545291093765245,1.2925695158581998,-0.140635533405996,-0.4586663102679789,-0.3161932555256226,-0.9502907059144284,-0.7044884853678667,0.27452242492032364,-0.2775984078448914,-1.1686496327977067,-0.31395823122495325,0.0444151854787616,0.03493652236082956,-0.8902460787558573,-0.9548411987765274,-1.161566526250927,-0.4092311268741439,0.11841695276595597,0.1044622850889702,0.30754508351715026,0.17368263586953664,0.6060724945475329,-0.2132735398672242,-0.27904857820091095,0.3077063853076341,-0.3275661786721156,-0.21954561910072404,0.0474,0.879,0.564,-7.682,0.247,93.908,0.523
33,No Diggity,Blackstreet,Another Level,6MdqqkQ8sSC0WB4i8PyRuQ,1996,./data/No Diggity.mp3,-0.12424560417205925,0.05399649111260908,0.11771048796102307,-1.1854046884628502,-0.9378958917302666,-1.4013503153595102,-1.3298950294847314,-1.0060781892644266,-2.3832261162575983,-1.7237787274664214,-1.9127493075385902,-1.6177366112765177,-1.1886255954891527,-0.6182902314670382,-1.4999855521852454,-1.540675122876562,-0.8580346197358695,-0.40499465904001847,1.2966857941305199,-0.7689390000439044,-0.8941145304527474,-0.07773861947737078,-1.117834288101374,-1.2357568078751668,0.36889231991878935,0.8253988823004763,0.41572394939772056,0.6360139955662658,0.303,0.868,0.646,-4.674,0.288,88.641,0.67
34,Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),7KwZNVEaqikRSBSpyhXK2j,1997,./data/Hypnotize.mp3,0.43906987062295205,-0.5863033488146849,1.372001611562709,0.5871036808624849,-0.05928880143623811,0.4077956743148284,1.122258389865425,0.15152534785334967,-0.6355120434919199,-1.2475997718236227,-0.15239396213486128,0.3434642242033646,-0.3938070844947971,-0.6137308615897281,-0.09938655377521648,0.44900788968134675,0.9298266623802994,0.6965609912890167,0.5379444473617435,0.10974838275413795,0.7583344836901166,0.7031781350971611,0.12581018158781843,0.03888097248060296,0.5350659081080994,1.0606251603708956,0.8796051823882886,0.9041813737750931,0.145,0.901,0.697,-3.439,0.28,93.941,0.67
35,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),4INDiWSKvqSKDEu7mh8HFz,1997,./data/Mo Money Mo Problems.mp3,1.1340805826888367,-1.0275019674034584,-1.214350912938899,-0.8597214758893985,0.4392826364337413,0.7149987922975274,0.9672085117299658,-0.09516819160774817,-0.15620674378412477,0.8000268502637281,-1.428721913198561,-0.31700562765769363,-0.5105474005849255,-0.41544981327589187,-0.8906259113788129,-0.19865555968718146,-0.25973887563408327,-0.5263227224075328,0.42002124962204795,0.23027962173072122,0.869045701245949,-0.252133169501216,0.0029362930916112997,1.2109445868651123,1.349500815387858,0.904215971331499,1.0717147815460024,1.109015307222781,0.0128,0.845,0.884,-4.506,0.0759,104.536,0.904
